FRECUENCIA;DIAMES;DIASEMANA;MESTEXTO;AÑO;VALOR
26 FEB 2008;26;martes;febrero;2008;13436,60
27 FEB 2008;27;miércoles;febrero;2008;13454,30
28 FEB 2008;28;jueves;febrero;2008;13272,10
29 FEB 2008;29;viernes;febrero;2008;13170,40
03 MAR 2008;3;lunes;marzo;2008;12862,50
04 MAR 2008;4;martes;marzo;2008;12630,10
05 MAR 2008;5;miércoles;marzo;2008;12948,10
06 MAR 2008;6;jueves;marzo;2008;12803,30
07 MAR 2008;7;viernes;marzo;2008;12691,30
10 MAR 2008;10;lunes;marzo;2008;12655,00
11 MAR 2008;11;martes;marzo;2008;13056,10
12 MAR 2008;12;miércoles;marzo;2008;13131,30
13 MAR 2008;13;jueves;marzo;2008;13073,20
14 MAR 2008;14;viernes;marzo;2008;13021,40
17 MAR 2008;17;lunes;marzo;2008;12656,00
18 MAR 2008;18;martes;marzo;2008;13030,50
19 MAR 2008;19;miércoles;marzo;2008;12964,70
20 MAR 2008;20;jueves;marzo;2008;12964,20
21 MAR 2008;21;viernes;marzo;2008;-
24 MAR 2008;24;lunes;marzo;2008;-
25 MAR 2008;25;martes;marzo;2008;13434,20
26 MAR 2008;26;miércoles;marzo;2008;13403,00
27 MAR 2008;27;jueves;marzo;2008;13537,90
28 MAR 2008;28;viernes;marzo;2008;13442,40
31 MAR 2008;31;lunes;marzo;2008;13269,00
01 ABR 2008;1;martes;abril;2008;13699,10
02 ABR 2008;2;miércoles;abril;2008;13838,70
03 ABR 2008;3;jueves;abril;2008;13738,90
04 ABR 2008;4;viernes;abril;2008;13846,40
07 ABR 2008;7;lunes;abril;2008;13919,60
08 ABR 2008;8;martes;abril;2008;13759,40
09 ABR 2008;9;miércoles;abril;2008;13599,00
10 ABR 2008;10;jueves;abril;2008;13507,90
11 ABR 2008;11;viernes;abril;2008;13278,30
14 ABR 2008;14;lunes;abril;2008;13160,30
15 ABR 2008;15;martes;abril;2008;13408,90
16 ABR 2008;16;miércoles;abril;2008;13637,60
17 ABR 2008;17;jueves;abril;2008;13568,70
18 ABR 2008;18;viernes;abril;2008;13924,90
21 ABR 2008;21;lunes;abril;2008;13728,90
22 ABR 2008;22;martes;abril;2008;13593,40
23 ABR 2008;23;miércoles;abril;2008;13663,00
24 ABR 2008;24;jueves;abril;2008;13669,20
25 ABR 2008;25;viernes;abril;2008;13772,80
28 ABR 2008;28;lunes;abril;2008;13877,80
29 ABR 2008;29;martes;abril;2008;13707,20
30 ABR 2008;30;miércoles;abril;2008;13798,30
01 MAY 2008;1;jueves;mayo;2008;-
02 MAY 2008;2;viernes;mayo;2008;14060,00
05 MAY 2008;5;lunes;mayo;2008;14074,00
06 MAY 2008;6;martes;mayo;2008;14005,80
07 MAY 2008;7;miércoles;mayo;2008;14026,80
08 MAY 2008;8;jueves;mayo;2008;14074,00
09 MAY 2008;9;viernes;mayo;2008;13945,10
12 MAY 2008;12;lunes;mayo;2008;14053,90
13 MAY 2008;13;martes;mayo;2008;14016,40
14 MAY 2008;14;miércoles;mayo;2008;14187,20
15 MAY 2008;15;jueves;mayo;2008;14186,40
16 MAY 2008;16;viernes;mayo;2008;14124,80
19 MAY 2008;19;lunes;mayo;2008;14247,60
20 MAY 2008;20;martes;mayo;2008;13992,10
21 MAY 2008;21;miércoles;mayo;2008;13857,20
22 MAY 2008;22;jueves;mayo;2008;13852,00
23 MAY 2008;23;viernes;mayo;2008;13577,60
26 MAY 2008;26;lunes;mayo;2008;13583,70
27 MAY 2008;27;martes;mayo;2008;13451,40
28 MAY 2008;28;miércoles;mayo;2008;13499,20
29 MAY 2008;29;jueves;mayo;2008;13539,50
30 MAY 2008;30;viernes;mayo;2008;13600,90
02 JUN 2008;2;lunes;junio;2008;13300,00
03 JUN 2008;3;martes;junio;2008;13431,70
04 JUN 2008;4;miércoles;junio;2008;13341,20
05 JUN 2008;5;jueves;junio;2008;13239,30
06 JUN 2008;6;viernes;junio;2008;12909,80
09 JUN 2008;9;lunes;junio;2008;12823,90
10 JUN 2008;10;martes;junio;2008;12755,20
11 JUN 2008;11;miércoles;junio;2008;12584,30
12 JUN 2008;12;jueves;junio;2008;12853,30
13 JUN 2008;13;viernes;junio;2008;12998,70
16 JUN 2008;16;lunes;junio;2008;12826,60
17 JUN 2008;17;martes;junio;2008;12885,10
18 JUN 2008;18;miércoles;junio;2008;12631,50
19 JUN 2008;19;jueves;junio;2008;12585,00
20 JUN 2008;20;viernes;junio;2008;12412,50
23 JUN 2008;23;lunes;junio;2008;12403,40
24 JUN 2008;24;martes;junio;2008;12205,60
25 JUN 2008;25;miércoles;junio;2008;12446,10
26 JUN 2008;26;jueves;junio;2008;12077,70
27 JUN 2008;27;viernes;junio;2008;12089,80
30 JUN 2008;30;lunes;junio;2008;12046,20
01 JUL 2008;1;martes;julio;2008;11770,90
02 JUL 2008;2;miércoles;julio;2008;11856,90
03 JUL 2008;3;jueves;julio;2008;11980,10
04 JUL 2008;4;viernes;julio;2008;11765,90
07 JUL 2008;7;lunes;julio;2008;11982,20
08 JUL 2008;8;martes;julio;2008;11794,70
09 JUL 2008;9;miércoles;julio;2008;11999,80
10 JUL 2008;10;jueves;julio;2008;11739,50
11 JUL 2008;11;viernes;julio;2008;11383,50
14 JUL 2008;14;lunes;julio;2008;11443,00
15 JUL 2008;15;martes;julio;2008;11151,60
16 JUL 2008;16;miércoles;julio;2008;11287,70
17 JUL 2008;17;jueves;julio;2008;11642,10
18 JUL 2008;18;viernes;julio;2008;11895,30
21 JUL 2008;21;lunes;julio;2008;11784,60
22 JUL 2008;22;martes;julio;2008;11610,10
23 JUL 2008;23;miércoles;julio;2008;11934,90
24 JUL 2008;24;jueves;julio;2008;11675,10
25 JUL 2008;25;viernes;julio;2008;11589,90
28 JUL 2008;28;lunes;julio;2008;11484,60
29 JUL 2008;29;martes;julio;2008;11683,80
30 JUL 2008;30;miércoles;julio;2008;11817,90
31 JUL 2008;31;jueves;julio;2008;11881,30
01 AGO 2008;1;viernes;agosto;2008;11569,50
04 AGO 2008;4;lunes;agosto;2008;11447,60
05 AGO 2008;5;martes;agosto;2008;11751,40
06 AGO 2008;6;miércoles;agosto;2008;11774,40
07 AGO 2008;7;jueves;agosto;2008;11717,50
08 AGO 2008;8;viernes;agosto;2008;11799,90
11 AGO 2008;11;lunes;agosto;2008;12047,70
12 AGO 2008;12;martes;agosto;2008;11996,10
13 AGO 2008;13;miércoles;agosto;2008;11695,40
14 AGO 2008;14;jueves;agosto;2008;11606,80
15 AGO 2008;15;viernes;agosto;2008;11686,10
18 AGO 2008;18;lunes;agosto;2008;11677,50
19 AGO 2008;19;martes;agosto;2008;11335,30
20 AGO 2008;20;miércoles;agosto;2008;11379,90
21 AGO 2008;21;jueves;agosto;2008;11217,40
22 AGO 2008;22;viernes;agosto;2008;11497,30
25 AGO 2008;25;lunes;agosto;2008;11327,10
26 AGO 2008;26;martes;agosto;2008;11419,90
27 AGO 2008;27;miércoles;agosto;2008;11479,60
28 AGO 2008;28;jueves;agosto;2008;11662,60
29 AGO 2008;29;viernes;agosto;2008;11707,30
01 SEP 2008;1;lunes;septiembre;2008;11693,80
02 SEP 2008;2;martes;septiembre;2008;11903,90
03 SEP 2008;3;miércoles;septiembre;2008;11849,10
04 SEP 2008;4;jueves;septiembre;2008;11480,10
05 SEP 2008;5;viernes;septiembre;2008;11139,70
08 SEP 2008;8;lunes;septiembre;2008;11554,20
09 SEP 2008;9;martes;septiembre;2008;11350,00
10 SEP 2008;10;miércoles;septiembre;2008;11180,80
11 SEP 2008;11;jueves;septiembre;2008;11136,50
12 SEP 2008;12;viernes;septiembre;2008;11412,00
15 SEP 2008;15;lunes;septiembre;2008;10899,00
16 SEP 2008;16;martes;septiembre;2008;10911,50
17 SEP 2008;17;miércoles;septiembre;2008;10661,40
18 SEP 2008;18;jueves;septiembre;2008;10631,60
19 SEP 2008;19;viernes;septiembre;2008;11557,90
22 SEP 2008;22;lunes;septiembre;2008;11328,50
23 SEP 2008;23;martes;septiembre;2008;11176,50
24 SEP 2008;24;miércoles;septiembre;2008;11112,90
25 SEP 2008;25;jueves;septiembre;2008;11438,60
26 SEP 2008;26;viernes;septiembre;2008;11387,90
29 SEP 2008;29;lunes;septiembre;2008;10945,70
30 SEP 2008;30;martes;septiembre;2008;10987,50
01 OCT 2008;1;miércoles;octubre;2008;11182,50
02 OCT 2008;2;jueves;octubre;2008;11002,30
03 OCT 2008;3;viernes;octubre;2008;11418,50
06 OCT 2008;6;lunes;octubre;2008;10726,00
07 OCT 2008;7;martes;octubre;2008;10862,00
08 OCT 2008;8;miércoles;octubre;2008;10297,60
09 OCT 2008;9;jueves;octubre;2008;9902,90
10 OCT 2008;10;viernes;octubre;2008;8997,70
13 OCT 2008;13;lunes;octubre;2008;9955,70
14 OCT 2008;14;martes;octubre;2008;10224,50
15 OCT 2008;15;miércoles;octubre;2008;9706,80
16 OCT 2008;16;jueves;octubre;2008;9308,20
17 OCT 2008;17;viernes;octubre;2008;9655,20
20 OCT 2008;20;lunes;octubre;2008;9944,30
21 OCT 2008;21;martes;octubre;2008;9795,00
22 OCT 2008;22;miércoles;octubre;2008;8995,30
23 OCT 2008;23;jueves;octubre;2008;8811,20
24 OCT 2008;24;viernes;octubre;2008;8353,20
27 OCT 2008;27;lunes;octubre;2008;8009,90
28 OCT 2008;28;martes;octubre;2008;7905,40
29 OCT 2008;29;miércoles;octubre;2008;8650,10
30 OCT 2008;30;jueves;octubre;2008;8822,90
31 OCT 2008;31;viernes;octubre;2008;9116,00
03 NOV 2008;3;lunes;noviembre;2008;9231,80
04 NOV 2008;4;martes;noviembre;2008;9726,80
05 NOV 2008;5;miércoles;noviembre;2008;9744,70
06 NOV 2008;6;jueves;noviembre;2008;9133,90
07 NOV 2008;7;viernes;noviembre;2008;9343,50
10 NOV 2008;10;lunes;noviembre;2008;9293,80
11 NOV 2008;11;martes;noviembre;2008;8911,90
12 NOV 2008;12;miércoles;noviembre;2008;8646,80
13 NOV 2008;13;jueves;noviembre;2008;8740,60
14 NOV 2008;14;viernes;noviembre;2008;8832,20
17 NOV 2008;17;lunes;noviembre;2008;8498,80
18 NOV 2008;18;martes;noviembre;2008;8530,80
19 NOV 2008;19;miércoles;noviembre;2008;8211,50
20 NOV 2008;20;jueves;noviembre;2008;7988,40
21 NOV 2008;21;viernes;noviembre;2008;7974,40
24 NOV 2008;24;lunes;noviembre;2008;8622,60
25 NOV 2008;25;martes;noviembre;2008;8696,60
26 NOV 2008;26;miércoles;noviembre;2008;8654,10
27 NOV 2008;27;jueves;noviembre;2008;8849,30
28 NOV 2008;28;viernes;noviembre;2008;8910,60
01 DIC 2008;1;lunes;diciembre;2008;8510,50
02 DIC 2008;2;martes;diciembre;2008;8834,70
03 DIC 2008;3;miércoles;diciembre;2008;8879,90
04 DIC 2008;4;jueves;diciembre;2008;8836,10
05 DIC 2008;5;viernes;diciembre;2008;8491,20
08 DIC 2008;8;lunes;diciembre;2008;9036,50
09 DIC 2008;9;martes;diciembre;2008;9063,10
10 DIC 2008;10;miércoles;diciembre;2008;9152,40
11 DIC 2008;11;jueves;diciembre;2008;9182,60
12 DIC 2008;12;viernes;diciembre;2008;8975,50
15 DIC 2008;15;lunes;diciembre;2008;9023,90
16 DIC 2008;16;martes;diciembre;2008;9167,70
17 DIC 2008;17;miércoles;diciembre;2008;9196,90
18 DIC 2008;18;jueves;diciembre;2008;9257,80
19 DIC 2008;19;viernes;diciembre;2008;9268,40
22 DIC 2008;22;lunes;diciembre;2008;9098,90
23 DIC 2008;23;martes;diciembre;2008;9068,50
24 DIC 2008;24;miércoles;diciembre;2008;-
25 DIC 2008;25;jueves;diciembre;2008;-
26 DIC 2008;26;viernes;diciembre;2008;-
29 DIC 2008;29;lunes;diciembre;2008;9017,70
30 DIC 2008;30;martes;diciembre;2008;9195,80
31 DIC 2008;31;miércoles;diciembre;2008;-
01 ENE 2009;1;jueves;enero;2009;-
02 ENE 2009;2;viernes;enero;2009;9486,30
05 ENE 2009;5;lunes;enero;2009;9644,10
06 ENE 2009;6;martes;enero;2009;9724,00
07 ENE 2009;7;miércoles;enero;2009;9570,00
08 ENE 2009;8;jueves;enero;2009;9469,50
09 ENE 2009;9;viernes;enero;2009;9378,50
12 ENE 2009;12;lunes;enero;2009;9199,90
13 ENE 2009;13;martes;enero;2009;9057,30
14 ENE 2009;14;miércoles;enero;2009;8692,70
15 ENE 2009;15;jueves;enero;2009;8611,10
16 ENE 2009;16;viernes;enero;2009;8620,10
19 ENE 2009;19;lunes;enero;2009;8494,80
20 ENE 2009;20;martes;enero;2009;8276,50
21 ENE 2009;21;miércoles;enero;2009;8230,70
22 ENE 2009;22;jueves;enero;2009;8159,30
23 ENE 2009;23;viernes;enero;2009;8172,80
26 ENE 2009;26;lunes;enero;2009;8375,20
27 ENE 2009;27;martes;enero;2009;8349,50
28 ENE 2009;28;miércoles;enero;2009;8701,50
29 ENE 2009;29;jueves;enero;2009;8477,40
30 ENE 2009;30;viernes;enero;2009;8450,40
02 FEB 2009;2;lunes;febrero;2009;8233,40
03 FEB 2009;3;martes;febrero;2009;8361,90
04 FEB 2009;4;miércoles;febrero;2009;8495,40
05 FEB 2009;5;jueves;febrero;2009;8440,20
06 FEB 2009;6;viernes;febrero;2009;8544,70
09 FEB 2009;9;lunes;febrero;2009;8584,80
10 FEB 2009;10;martes;febrero;2009;8397,30
11 FEB 2009;11;miércoles;febrero;2009;8355,80
12 FEB 2009;12;jueves;febrero;2009;8200,90
13 FEB 2009;13;viernes;febrero;2009;8265,50
16 FEB 2009;16;lunes;febrero;2009;8075,00
17 FEB 2009;17;martes;febrero;2009;7843,20
18 FEB 2009;18;miércoles;febrero;2009;7861,40
19 FEB 2009;19;jueves;febrero;2009;7875,90
20 FEB 2009;20;viernes;febrero;2009;7603,60
23 FEB 2009;23;lunes;febrero;2009;7540,40
24 FEB 2009;24;martes;febrero;2009;7483,40
25 FEB 2009;25;miércoles;febrero;2009;7512,10
26 FEB 2009;26;jueves;febrero;2009;7811,70
27 FEB 2009;27;viernes;febrero;2009;7620,90
02 MAR 2009;2;lunes;marzo;2009;7270,50
03 MAR 2009;3;martes;marzo;2009;7219,40
04 MAR 2009;4;miércoles;marzo;2009;7357,50
05 MAR 2009;5;jueves;marzo;2009;7025,90
06 MAR 2009;6;viernes;marzo;2009;6936,90
09 MAR 2009;9;lunes;marzo;2009;6817,40
10 MAR 2009;10;martes;marzo;2009;7153,30
11 MAR 2009;11;miércoles;marzo;2009;7204,70
12 MAR 2009;12;jueves;marzo;2009;7340,50
13 MAR 2009;13;viernes;marzo;2009;7427,80
16 MAR 2009;16;lunes;marzo;2009;7636,90
17 MAR 2009;17;martes;marzo;2009;7645,30
18 MAR 2009;18;miércoles;marzo;2009;7661,60
19 MAR 2009;19;jueves;marzo;2009;7701,60
20 MAR 2009;20;viernes;marzo;2009;7710,00
23 MAR 2009;23;lunes;marzo;2009;7952,30
24 MAR 2009;24;martes;marzo;2009;7989,50
25 MAR 2009;25;miércoles;marzo;2009;8072,40
26 MAR 2009;26;jueves;marzo;2009;8076,20
27 MAR 2009;27;viernes;marzo;2009;7927,60
30 MAR 2009;30;lunes;marzo;2009;7601,10
31 MAR 2009;31;martes;marzo;2009;7815,00
01 ABR 2009;1;miércoles;abril;2009;7961,00
02 ABR 2009;2;jueves;abril;2009;8334,70
03 ABR 2009;3;viernes;abril;2009;8319,90
06 ABR 2009;6;lunes;abril;2009;8321,10
07 ABR 2009;7;martes;abril;2009;8346,00
08 ABR 2009;8;miércoles;abril;2009;8404,70
09 ABR 2009;9;jueves;abril;2009;8704,80
10 ABR 2009;10;viernes;abril;2009;-
13 ABR 2009;13;lunes;abril;2009;-
14 ABR 2009;14;martes;abril;2009;8834,80
15 ABR 2009;15;miércoles;abril;2009;8711,90
16 ABR 2009;16;jueves;abril;2009;8874,50
17 ABR 2009;17;viernes;abril;2009;9030,90
20 ABR 2009;20;lunes;abril;2009;8718,20
21 ABR 2009;21;martes;abril;2009;8615,80
22 ABR 2009;22;miércoles;abril;2009;8834,10
23 ABR 2009;23;jueves;abril;2009;8769,20
24 ABR 2009;24;viernes;abril;2009;8888,20
27 ABR 2009;27;lunes;abril;2009;8777,00
28 ABR 2009;28;martes;abril;2009;8656,30
29 ABR 2009;29;miércoles;abril;2009;8891,30
30 ABR 2009;30;jueves;abril;2009;9038,00
01 MAY 2009;1;viernes;mayo;2009;-
04 MAY 2009;4;lunes;mayo;2009;9074,70
05 MAY 2009;5;martes;mayo;2009;9136,70
06 MAY 2009;6;miércoles;mayo;2009;9229,00
07 MAY 2009;7;jueves;mayo;2009;9228,90
08 MAY 2009;8;viernes;mayo;2009;9408,10
11 MAY 2009;11;lunes;mayo;2009;9316,80
12 MAY 2009;12;martes;mayo;2009;9269,00
13 MAY 2009;13;miércoles;mayo;2009;9000,60
14 MAY 2009;14;jueves;mayo;2009;8984,20
15 MAY 2009;15;viernes;mayo;2009;8978,60
18 MAY 2009;18;lunes;mayo;2009;9159,30
19 MAY 2009;19;martes;mayo;2009;9341,60
20 MAY 2009;20;miércoles;mayo;2009;9389,40
21 MAY 2009;21;jueves;mayo;2009;9225,30
22 MAY 2009;22;viernes;mayo;2009;9308,60
25 MAY 2009;25;lunes;mayo;2009;9347,40
26 MAY 2009;26;martes;mayo;2009;9405,70
27 MAY 2009;27;miércoles;mayo;2009;9510,80
28 MAY 2009;28;jueves;mayo;2009;9435,50
29 MAY 2009;29;viernes;mayo;2009;9424,30
01 JUN 2009;1;lunes;junio;2009;9630,90
02 JUN 2009;2;martes;junio;2009;9664,80
03 JUN 2009;3;miércoles;junio;2009;9464,80
04 JUN 2009;4;jueves;junio;2009;9454,60
05 JUN 2009;5;viernes;junio;2009;9519,00
08 JUN 2009;8;lunes;junio;2009;9396,20
09 JUN 2009;9;martes;junio;2009;9497,70
10 JUN 2009;10;miércoles;junio;2009;9627,60
11 JUN 2009;11;jueves;junio;2009;9708,40
12 JUN 2009;12;viernes;junio;2009;9714,40
15 JUN 2009;15;lunes;junio;2009;9518,70
16 JUN 2009;16;martes;junio;2009;9497,90
17 JUN 2009;17;miércoles;junio;2009;9283,20
18 JUN 2009;18;jueves;junio;2009;9384,00
19 JUN 2009;19;viernes;junio;2009;9580,90
22 JUN 2009;22;lunes;junio;2009;9338,50
23 JUN 2009;23;martes;junio;2009;9348,70
24 JUN 2009;24;miércoles;junio;2009;9617,60
25 JUN 2009;25;jueves;junio;2009;9667,20
26 JUN 2009;26;viernes;junio;2009;9686,90
29 JUN 2009;29;lunes;junio;2009;9845,70
30 JUN 2009;30;martes;junio;2009;9787,80
01 JUL 2009;1;miércoles;julio;2009;9903,70
02 JUL 2009;2;jueves;julio;2009;9643,50
03 JUL 2009;3;viernes;julio;2009;9707,80
06 JUL 2009;6;lunes;julio;2009;9569,00
07 JUL 2009;7;martes;julio;2009;9520,00
08 JUL 2009;8;miércoles;julio;2009;9360,60
09 JUL 2009;9;jueves;julio;2009;9443,10
10 JUL 2009;10;viernes;julio;2009;9344,90
13 JUL 2009;13;lunes;julio;2009;9567,40
14 JUL 2009;14;martes;julio;2009;9634,00
15 JUL 2009;15;miércoles;julio;2009;9905,30
16 JUL 2009;16;jueves;julio;2009;9997,60
17 JUL 2009;17;viernes;julio;2009;10041,90
20 JUL 2009;20;lunes;julio;2009;10142,80
21 JUL 2009;21;martes;julio;2009;10122,20
22 JUL 2009;22;miércoles;julio;2009;10153,40
23 JUL 2009;23;jueves;julio;2009;10369,80
24 JUL 2009;24;viernes;julio;2009;10438,60
27 JUL 2009;27;lunes;julio;2009;10591,70
28 JUL 2009;28;martes;julio;2009;10664,00
29 JUL 2009;29;miércoles;julio;2009;10661,60
30 JUL 2009;30;jueves;julio;2009;10874,40
31 JUL 2009;31;viernes;julio;2009;10855,10
03 AGO 2009;3;lunes;agosto;2009;10901,00
04 AGO 2009;4;martes;agosto;2009;10876,80
05 AGO 2009;5;miércoles;agosto;2009;10704,40
06 AGO 2009;6;jueves;agosto;2009;10776,00
07 AGO 2009;7;viernes;agosto;2009;10947,60
10 AGO 2009;10;lunes;agosto;2009;10923,00
11 AGO 2009;11;martes;agosto;2009;10831,90
12 AGO 2009;12;miércoles;agosto;2009;10933,80
13 AGO 2009;13;jueves;agosto;2009;11046,80
14 AGO 2009;14;viernes;agosto;2009;10901,90
17 AGO 2009;17;lunes;agosto;2009;10598,50
18 AGO 2009;18;martes;agosto;2009;10708,30
19 AGO 2009;19;miércoles;agosto;2009;10695,50
20 AGO 2009;20;jueves;agosto;2009;10892,50
21 AGO 2009;21;viernes;agosto;2009;11161,00
24 AGO 2009;24;lunes;agosto;2009;11303,80
25 AGO 2009;25;martes;agosto;2009;11427,80
26 AGO 2009;26;miércoles;agosto;2009;11376,40
27 AGO 2009;27;jueves;agosto;2009;11356,90
28 AGO 2009;28;viernes;agosto;2009;11442,70
31 AGO 2009;31;lunes;agosto;2009;11365,10
01 SEP 2009;1;martes;septiembre;2009;11173,00
02 SEP 2009;2;miércoles;septiembre;2009;10999,70
03 SEP 2009;3;jueves;septiembre;2009;11018,10
04 SEP 2009;4;viernes;septiembre;2009;11222,70
07 SEP 2009;7;lunes;septiembre;2009;11388,60
08 SEP 2009;8;martes;septiembre;2009;11366,60
09 SEP 2009;9;miércoles;septiembre;2009;11462,00
10 SEP 2009;10;jueves;septiembre;2009;11340,80
11 SEP 2009;11;viernes;septiembre;2009;11452,60
14 SEP 2009;14;lunes;septiembre;2009;11492,60
15 SEP 2009;15;martes;septiembre;2009;11593,30
16 SEP 2009;16;miércoles;septiembre;2009;11746,90
17 SEP 2009;17;jueves;septiembre;2009;11771,00
18 SEP 2009;18;viernes;septiembre;2009;11777,30
21 SEP 2009;21;lunes;septiembre;2009;11727,40
22 SEP 2009;22;martes;septiembre;2009;11816,70
23 SEP 2009;23;miércoles;septiembre;2009;11853,30
24 SEP 2009;24;jueves;septiembre;2009;11695,90
25 SEP 2009;25;viernes;septiembre;2009;11643,80
28 SEP 2009;28;lunes;septiembre;2009;11891,20
29 SEP 2009;29;martes;septiembre;2009;11853,70
30 SEP 2009;30;miércoles;septiembre;2009;11756,10
01 OCT 2009;1;jueves;octubre;2009;11518,20
02 OCT 2009;2;viernes;octubre;2009;11326,70
05 OCT 2009;5;lunes;octubre;2009;11557,00
06 OCT 2009;6;martes;octubre;2009;11817,10
07 OCT 2009;7;miércoles;octubre;2009;11721,40
08 OCT 2009;8;jueves;octubre;2009;11814,30
09 OCT 2009;9;viernes;octubre;2009;11743,20
12 OCT 2009;12;lunes;octubre;2009;11748,80
13 OCT 2009;13;martes;octubre;2009;11608,30
14 OCT 2009;14;miércoles;octubre;2009;11870,90
15 OCT 2009;15;jueves;octubre;2009;11849,70
16 OCT 2009;16;viernes;octubre;2009;11676,40
19 OCT 2009;19;lunes;octubre;2009;11885,30
20 OCT 2009;20;martes;octubre;2009;11790,20
21 OCT 2009;21;miércoles;octubre;2009;11875,20
22 OCT 2009;22;jueves;octubre;2009;11828,60
23 OCT 2009;23;viernes;octubre;2009;11739,80
26 OCT 2009;26;lunes;octubre;2009;11622,60
27 OCT 2009;27;martes;octubre;2009;11634,00
28 OCT 2009;28;miércoles;octubre;2009;11429,80
29 OCT 2009;29;jueves;octubre;2009;11683,40
30 OCT 2009;30;viernes;octubre;2009;11414,80
02 NOV 2009;2;lunes;noviembre;2009;11465,80
03 NOV 2009;3;martes;noviembre;2009;11242,40
04 NOV 2009;4;miércoles;noviembre;2009;11387,70
05 NOV 2009;5;jueves;noviembre;2009;11548,90
06 NOV 2009;6;viernes;noviembre;2009;11580,60
09 NOV 2009;9;lunes;noviembre;2009;11816,80
10 NOV 2009;10;martes;noviembre;2009;11814,00
11 NOV 2009;11;miércoles;noviembre;2009;11801,40
12 NOV 2009;12;jueves;noviembre;2009;11834,50
13 NOV 2009;13;viernes;noviembre;2009;11867,00
16 NOV 2009;16;lunes;noviembre;2009;11986,90
17 NOV 2009;17;martes;noviembre;2009;11959,40
18 NOV 2009;18;miércoles;noviembre;2009;12034,40
19 NOV 2009;19;jueves;noviembre;2009;11846,20
20 NOV 2009;20;viernes;noviembre;2009;11719,30
23 NOV 2009;23;lunes;noviembre;2009;11940,50
24 NOV 2009;24;martes;noviembre;2009;11905,20
25 NOV 2009;25;miércoles;noviembre;2009;11965,80
26 NOV 2009;26;jueves;noviembre;2009;11657,50
27 NOV 2009;27;viernes;noviembre;2009;11776,80
30 NOV 2009;30;lunes;noviembre;2009;11644,70
01 DIC 2009;1;martes;diciembre;2009;11862,10
02 DIC 2009;2;miércoles;diciembre;2009;11868,80
03 DIC 2009;3;jueves;diciembre;2009;11905,30
04 DIC 2009;4;viernes;diciembre;2009;12032,20
07 DIC 2009;7;lunes;diciembre;2009;12011,80
08 DIC 2009;8;martes;diciembre;2009;11808,90
09 DIC 2009;9;miércoles;diciembre;2009;11541,20
10 DIC 2009;10;jueves;diciembre;2009;11594,70
11 DIC 2009;11;viernes;diciembre;2009;11616,00
14 DIC 2009;14;lunes;diciembre;2009;11705,90
15 DIC 2009;15;martes;diciembre;2009;11735,50
16 DIC 2009;16;miércoles;diciembre;2009;11863,20
17 DIC 2009;17;jueves;diciembre;2009;11696,90
18 DIC 2009;18;viernes;diciembre;2009;11645,00
21 DIC 2009;21;lunes;diciembre;2009;11830,80
22 DIC 2009;22;martes;diciembre;2009;11890,80
23 DIC 2009;23;miércoles;diciembre;2009;11967,50
24 DIC 2009;24;jueves;diciembre;2009;-
25 DIC 2009;25;viernes;diciembre;2009;-
28 DIC 2009;28;lunes;diciembre;2009;12023,20
29 DIC 2009;29;martes;diciembre;2009;12035,10
30 DIC 2009;30;miércoles;diciembre;2009;11940,00
31 DIC 2009;31;jueves;diciembre;2009;-
01 ENE 2010;1;viernes;enero;2010;-
04 ENE 2010;4;lunes;enero;2010;12145,10
05 ENE 2010;5;martes;enero;2010;12204,40
06 ENE 2010;6;miércoles;enero;2010;12222,50
07 ENE 2010;7;jueves;enero;2010;12166,30
08 ENE 2010;8;viernes;enero;2010;12163,00
11 ENE 2010;11;lunes;enero;2010;12074,50
12 ENE 2010;12;martes;enero;2010;11966,10
13 ENE 2010;13;miércoles;enero;2010;11958,30
14 ENE 2010;14;jueves;enero;2010;11999,80
15 ENE 2010;15;viernes;enero;2010;11845,00
18 ENE 2010;18;lunes;enero;2010;11870,70
19 ENE 2010;19;martes;enero;2010;12022,60
20 ENE 2010;20;miércoles;enero;2010;11709,00
21 ENE 2010;21;jueves;enero;2010;11444,00
22 ENE 2010;22;viernes;enero;2010;11373,40
25 ENE 2010;25;lunes;enero;2010;11249,30
26 ENE 2010;26;martes;enero;2010;11347,30
27 ENE 2010;27;miércoles;enero;2010;11042,20
28 ENE 2010;28;jueves;enero;2010;10829,30
29 ENE 2010;29;viernes;enero;2010;10947,70
01 FEB 2010;1;lunes;febrero;2010;10995,20
02 FEB 2010;2;martes;febrero;2010;11140,90
03 FEB 2010;3;miércoles;febrero;2010;10888,40
04 FEB 2010;4;jueves;febrero;2010;10241,70
05 FEB 2010;5;viernes;febrero;2010;10103,30
08 FEB 2010;8;lunes;febrero;2010;10206,30
09 FEB 2010;9;martes;febrero;2010;10275,40
10 FEB 2010;10;miércoles;febrero;2010;10455,00
11 FEB 2010;11;jueves;febrero;2010;10281,70
12 FEB 2010;12;viernes;febrero;2010;10224,90
15 FEB 2010;15;lunes;febrero;2010;10293,60
